timestamp_ms,roll_deg,pitch_deg,yaw_deg,gyro_x_dps,gyro_y_dps,gyro_z_dps,label
2620,1.4742,2.2476,-3.69,6.9308,-1.6285,-0.2698,0
2640,5.1647,-1.6142,-9.0233,-1.0577,4.4192,16.5105,0
2660,10.5033,8.6443,-20.305,67.858,104.5207,177.8461,1
2680,5.0687,3.5399,-8.5877,-5.5504,4.7249,14.6736,0
2700,11.1471,2.3635,-25.1066,17.5074,91.7803,142.0902,1
2720,23.3072,7.762,-37.6349,-18.3031,107.5597,188.5229,1
2740,4.9281,-0.2627,-6.8945,-1.17,2.9781,-0.3616,0
2760,5.2518,-0.8101,-8.3151,-1.0977,-0.5067,6.8051,0
2780,4.7848,-0.2312,-2.9401,-11.814,0.3194,19.2829,0
2800,41.8924,-5.3097,-42.1453,-93.0325,93.8247,360.2495,1
2820,2.5873,-0.2648,0.0783,-13.1792,6.1911,8.0549,0
2840,3.8009,0.4607,-4.6087,-2.0048,4.0551,17.1805,0
2860,6.9236,-1.9856,-7.6341,-0.0504,1.3252,9.4389,0
2880,1.8766,-1.2019,-3.9179,-9.9475,-1.0769,30.1718,0
2900,7.8855,-2.4708,-5.6312,-11.8538,0.737,11.8674,0
2920,5.2509,-3.1826,-3.03,-16.8656,-7.2835,12.2325,0
2940,1.2384,0.3269,-1.4188,-14.0046,-5.8628,11.192,0
2960,50.0824,-27.0422,-31.4976,-161.5,-71.214,235.1232,1
2980,7.4647,-5.7725,-4.9119,-12.9002,-3.8983,7.1099,0
3000,30.4731,-11.1411,-16.1574,-98.2442,-42.9825,121.7807,1
3020,13.2732,-8.188,-7.3405,-15.7028,-11.4001,15.7505,0
3040,38.4999,-29.5053,-17.1881,-254.1289,-128.5081,232.2177,1
3060,68.0872,-43.7568,-25.2879,-202.8165,-186.3601,170.0138,1
3080,38.166,-26.4354,-18.092,-242.6534,-89.9893,253.6392,1
3100,8.7083,-7.8576,-4.8367,-14.563,-3.82,22.8612,0
3120,3.923,-2.6022,-3.1453,-4.5997,-3.0144,2.8633,0
3140,3.014,-2.5625,-2.8011,-9.9578,-8.8884,10.8097,0
3160,16.1635,-11.9496,-5.7416,-1.4489,-1.5132,3.8065,0
3180,15.4106,-11.0347,-3.2943,-9.9599,-6.7636,8.5222,0
3200,46.5934,-36.8961,-11.4175,-175.0762,-199.8855,201.5468,1
3220,112.3598,-54.5345,-24.8723,-156.3141,-128.2711,134.2755,1
3240,7.5071,-5.9764,-2.1253,-2.0939,-6.6073,5.0009,0
3260,51.5211,-49.667,22.2036,-191.9909,-287.1852,194.8476,1
3280,10.1546,-7.4103,-2.9541,-20.0445,-27.5148,12.0425,0
3300,44.5929,-38.9638,-9.1113,-127.1203,-156.4528,202.9054,1
3320,14.3934,-15.0075,-3.2273,-0.4471,-7.8724,-1.9417,0
3340,56.6673,-56.5053,-17.0864,-198.1625,-259.292,148.9477,1
3360,9.1629,-10.1332,-3.1455,-12.5725,-9.0863,1.4277,0
3380,1.7633,-0.5439,-0.5929,-2.8129,-12.1626,0.6187,0
3400,9.674,-9.8019,-2.2904,-10.7789,-18.5835,5.8347,0
3420,34.1045,-34.0099,-58.6028,-63.8971,-170.0843,94.4474,1
3440,4.0748,-5.1959,-0.6052,-10.8526,-19.1701,1.8431,0
3460,9.8607,-9.379,-0.9083,-3.1268,5.623,-0.6912,0
3480,4.5381,-6.2173,0.9433,2.009,-9.1457,8.0585,0
3500,2.0262,-2.7061,0.1882,-0.4405,-5.3393,-0.8789,0
3520,27.4987,-37.0186,-53.3539,-78.5776,-278.7528,115.0415,1
3540,2.9916,-0.386,-0.7631,-8.4335,-15.087,6.1573,0
3560,44.1698,-35.2762,0.9723,-6.386,-141.4756,-1.6308,1
3580,6.7855,-8.3073,1.1463,-0.2718,-2.9304,0.1169,0
3600,17.4988,-24.5835,-1.2096,-81.865,-177.453,27.6526,1
3620,4.863,-6.4166,1.1781,5.0833,-17.5902,4.7208,0
3640,7.9813,-6.6293,-1.1646,-3.5582,-8.9756,1.2433,0
3660,4.0454,-3.8778,1.3664,1.9921,-6.7495,-0.3216,0
3680,1.5163,-2.7294,0.5135,3.8886,-14.3427,8.9517,0
3700,-0.5482,-0.4911,0.8484,6.691,-6.745,-0.1905,0
3720,3.1588,-4.3092,0.388,-0.9933,-5.7264,-1.5363,0
3740,-0.2181,0.437,1.4273,2.7025,-1.5244,-5.8868,0
3760,-1.8616,-69.2913,11.6138,261.0082,-165.7728,-121.7546,1
3780,0.1968,0.4994,0.6279,18.6032,-6.0994,-12.4463,0
3800,2.3729,-0.9448,3.0625,2.9535,-10.5994,-2.7603,0
3820,-1.294,-0.7435,0.772,6.3822,-2.1636,1.4344,0
3840,-1.1949,1.118,4.7637,13.5148,-7.3555,-3.2283,0
3860,-3.2764,1.1925,1.9459,16.4157,-6.8556,-11.2798,0
3880,-16.3096,-111.7546,17.3177,158.4297,-105.6484,-91.7626,1
3900,-3.3264,-0.7031,2.5223,9.4898,-7.139,-2.801,0
3920,-2.8092,2.9456,3.2185,-1.3649,-4.9518,-4.4728,0
3940,-31.1682,15.4786,68.2032,129.7605,2.1749,-84.3899,1
3960,-20.9892,16.6908,22.3457,221.4896,-26.7216,-96.0898,1
3980,-11.7663,13.1112,20.0035,192.6821,-30.3361,-104.1093,1
4000,-2.4747,3.1217,3.5762,19.1125,5.5608,-12.4927,0
4020,-6.4282,4.7495,5.4408,11.4981,0.0519,-14.4227,0
4040,-56.465,35.7997,35.1544,188.7193,30.9009,-151.703,1
4060,-59.618,39.7651,118.4817,132.8623,39.8203,-140.4829,1
4080,-7.4953,6.0249,6.1618,34.1034,9.4229,-25.1506,0
4100,-6.4397,3.6231,4.5722,2.0566,0.1004,-5.5514,0
4120,-64.4494,50.8945,38.3195,196.3224,59.3149,-187.5789,1
4140,-10.7537,7.4146,3.6608,14.0703,3.4749,-18.1482,0
4160,-40.3459,35.9935,24.2466,200.296,97.5672,-222.8563,1
4180,-10.5877,8.0857,6.4933,1.5361,-0.7668,-1.7555,0
4200,-9.127,8.3954,7.3632,8.0278,3.7223,-2.1999,0
4220,-48.1751,33.0914,26.5575,198.3791,170.1294,-251.5008,1
4240,-4.0382,3.5436,2.7441,14.9063,6.7477,-15.0278,0
4260,-10.5638,4.8222,3.8419,5.6903,8.6451,-18.9949,0
4280,-3.9537,2.7467,1.9552,5.768,6.4094,-9.6923,0
4300,-7.1456,6.6229,5.6215,14.8954,10.4587,-18.4262,0
4320,-7.4292,6.8052,3.7316,6.5875,2.0329,-2.1274,0
4340,-9.9674,8.7738,6.9997,8.2993,18.5048,-12.269,0
4360,-6.362,7.0105,5.5024,8.7629,6.7416,-12.572,0
4380,-9.3906,5.4081,6.965,5.971,16.9325,-19.5743,0
4400,-36.6906,28.8061,24.993,17.6589,165.3901,-185.0543,1
4420,-7.6658,5.2332,5.8934,-5.4993,16.3541,-21.3087,0
4440,-15.8068,11.4244,8.9648,10.7473,16.1553,-16.1162,0
4460,-3.864,1.6447,3.0093,12.3245,24.2235,-16.5377,0
4480,-8.7442,9.3675,5.4568,4.4376,11.0614,-10.0202,0
4500,-4.246,2.9161,4.9443,-3.4562,28.4805,-29.6949,0
4520,-15.3965,12.9718,8.8168,2.0337,15.3872,-14.493,0
4540,-12.6067,9.6818,8.3417,-8.1203,1.5173,-3.9345,0
4560,-9.6382,8.452,7.4474,-6.374,19.4318,-5.9846,0
4580,-4.4263,4.4392,3.8572,-6.2647,18.7113,-14.8223,0
4600,-5.7434,5.0818,6.6241,-8.9309,15.0487,-1.8246,0
4620,-38.1952,26.3104,25.95,-72.1479,139.6762,-156.227,1
4640,-9.2665,5.2507,7.8993,2.6259,2.4035,-1.285,0
4660,-49.6162,40.9265,34.1154,-81.6267,223.6359,-255.2638,1
4680,-46.6905,31.076,41.5177,-158.9875,193.9977,-131.554,1
4700,-34.8512,85.3918,19.1645,-112.5994,168.3128,-131.3235,1
4720,-8.2314,4.8919,6.1365,-9.3726,4.9158,-5.6879,0
4740,-13.0436,6.488,10.1423,-10.4499,13.6555,-12.4121,0
4760,-8.5881,5.2791,5.8456,-10.3713,25.6962,-12.0053,0
4780,-23.3893,9.0752,17.8475,-201.3346,311.8545,-209.9523,1
4800,-10.6922,3.8258,10.18,-10.0237,17.5289,-6.3759,0
4820,-5.0579,2.3662,6.1383,-13.9998,15.0763,-8.6803,0
4840,-2.2814,0.4121,2.0304,1.3296,3.4236,-5.6307,0
4860,-3.5645,1.7851,3.3746,-16.7882,15.8814,-3.8931,0
4880,-5.2607,0.1352,7.0738,-5.0611,0.7975,-3.5792,0
4900,-10.8521,-0.812,19.6529,-137.8488,88.0895,25.9644,1
4920,-7.1254,2.1108,7.9257,-4.314,5.4272,2.1584,0
4940,-1.3041,-3.2511,4.1077,-12.4236,6.8156,2.889,0
4960,2.3612,-7.465,18.5512,-211.9807,70.6033,-53.9923,1
4980,0.3375,-0.1729,3.5223,-25.6793,7.1812,-9.1177,0
5000,-1.3705,-7.3655,12.0974,-224.8482,74.3584,19.7525,1
5020,-3.6912,-16.0176,29.7116,-195.5621,52.4417,-34.3544,1
5040,7.4996,-19.4007,22.1406,-152.2054,56.2442,0.3962,1
5060,1.9284,-2.2146,5.6164,-14.1445,0.1005,5.0999,0
5080,1.9615,-0.7729,1.3515,-20.8115,-0.7399,0.5582,0
5100,-1.919,0.6373,0.6383,-22.3232,11.2975,5.417,0
5120,2.1674,-1.9672,2.636,-24.1492,2.2186,4.7704,0
5140,1.3546,-1.0195,1.9908,-9.5435,2.9402,-2.1944,0
5160,15.159,-19.3852,129.6727,-225.4409,-43.6703,98.0066,1
5180,7.3076,-7.0336,2.7327,-12.314,-5.7879,6.89,0
5200,13.8982,-131.8245,12.1483,-175.8536,-28.5129,96.9228,1
5220,2.45,-5.7129,3.0964,-15.4279,5.125,7.8978,0
5240,7.3839,-7.4409,1.4139,-7.8123,4.5804,3.8653,0
5260,29.7682,-39.8967,8.4438,-28.4564,-65.1642,63.7538,1
5280,53.3232,-55.426,13.6591,-114.0362,-80.353,92.8066,1
5300,34.4488,58.3434,6.6394,-44.6426,-67.3487,62.6908,1
5320,1.6506,0.7787,-0.3152,-1.6836,-5.2418,1.521,0
5340,8.6639,-9.5236,1.4573,-4.6932,-0.4624,-0.5246,0
5360,4.7827,-2.8298,0.5004,-6.102,-17.9983,25.7671,0
5380,12.6958,-13.1594,1.1582,9.1865,-15.5608,15.9835,0
5400,4.7951,-1.9853,1.3867,-0.3213,-0.7214,1.7195,0
5420,50.5904,-45.2542,5.8421,24.8238,-182.1406,203.0013,1
5440,10.6648,-12.6339,2.7785,4.024,-0.4324,10.7646,0
5460,57.8033,-55.0371,6.7964,17.76,-75.6802,110.6001,1
5480,6.7185,-3.401,-1.0819,1.635,-12.136,14.442,0
5500,42.8275,-41.007,-3.9319,113.9612,-185.5282,214.6325,1
5520,15.1269,-13.2902,-1.594,1.5545,-6.21,11.2877,0
5540,58.2746,-56.0376,-1.2285,43.249,-123.8333,142.2671,1
5560,10.937,-7.8784,-0.3958,11.6075,-18.9839,22.1092,0
5580,34.152,-26.6736,-1.6304,134.3316,-224.2168,280.0207,1
5600,10.9816,-10.6406,-0.436,8.1201,-16.3593,8.8044,0
5620,3.3854,-0.7371,0.4562,19.5539,-26.9415,27.6375,0
5640,23.6163,-15.7279,-4.9123,220.6829,-232.1276,204.4765,1
5660,28.2129,-95.6969,-6.9441,129.8634,-135.9354,147.9115,1
5680,12.4777,-10.6124,-3.0301,19.5123,-27.2559,15.5612,0
5700,7.3139,-4.4265,-2.4975,20.4985,-20.7779,14.8589,0
5720,3.7694,-1.6539,-0.4973,11.3922,-15.7745,18.4025,0
5740,14.793,-6.03,-5.3131,10.0266,-13.4718,14.345,0
5760,33.3047,-19.7032,-4.6087,329.1684,-324.3636,320.4135,1
5780,13.8065,-9.8213,-3.6536,18.3054,-20.1756,18.1162,0
5800,46.7633,-21.4835,-13.1105,256.4314,-274.9405,281.7393,1
5820,69.431,-39.01,-26.0597,391.7001,-342.5603,343.7321,1
5840,-90.1146,-12.5837,-9.7415,211.4788,-248.1219,223.7086,1
5860,14.4296,-4.1957,-5.6968,10.1491,-7.5953,6.1825,0
5880,3.4812,-1.1425,-1.428,9.8618,-13.3585,5.6558,0
5900,9.6886,-3.8848,-5.333,18.7592,-8.5609,11.5955,0
5920,7.5079,-1.1699,-3.4032,6.9458,-0.5935,6.3123,0
5940,8.3427,-0.0273,-3.6061,14.9707,-16.3797,17.4416,0
5960,8.8847,-1.5024,-3.6182,15.8974,-6.6224,8.1242,0
5980,1.1731,-0.234,-2.384,9.6826,1.9315,9.7078,0
6000,35.2639,7.6924,-33.2929,78.2485,-100.4874,117.2949,1
6020,49.382,0.6535,-32.0669,226.3051,-199.5394,210.4167,1
6040,5.0513,2.9239,-3.4927,10.0076,-4.6231,9.0556,0
6060,31.1418,3.2104,-18.6633,271.7123,-120.2855,161.1752,1
6080,4.4751,-0.4572,-2.8174,6.4002,-12.3484,17.0732,0
6100,7.29,1.8356,-6.3366,10.8298,-11.053,13.8526,0
6120,12.3611,93.0127,-15.4832,112.4054,-75.0497,140.0251,1
6140,17.0199,18.0086,-28.9338,126.8387,-86.8713,208.3581,1
6160,5.1344,2.0792,-5.1714,4.5205,0.009,0.2257,0
6180,31.1874,22.8431,-40.1329,27.9776,-58.1009,129.4251,1
6200,0.7657,-0.3504,-0.5433,8.9495,-0.261,3.8341,0
6220,0.7377,2.5508,-2.415,10.5689,-0.8674,4.479,0
6240,1.9891,3.8253,-3.0491,9.3242,-2.4818,9.1807,0
6260,-0.7078,0.625,-1.7178,-5.2614,1.7565,12.3367,0
6280,-2.0808,23.1449,-21.1756,41.7688,-6.7502,64.2972,1
6300,-1.4719,6.8556,-7.8351,2.5516,3.1472,0.3613,0
6320,-22.7184,52.5231,-41.7967,-92.7749,91.547,72.0286,1
6340,1.6908,1.8124,-2.4522,-1.7644,3.0467,0.4053,0
6360,-16.5307,38.6375,-84.9149,-50.7976,54.6591,15.472,1
6380,-21.5541,51.7004,-46.3877,-80.0379,50.0675,26.8231,1
